Course Control Number (CB00),Course Code (CB01),Course Subject* (CB01),Course Number* (CB01),Course Title* (CB02) (updated=blue),Course Description,Department*,TOP Code,OLDTOP Code (CB03),Course Credit Status (CB04),Course Transfer Status (CB05),Course Units of Credit Maximum (CB06),Course Units of Credit Minimum (CB07),Course Basic Skills Status (CB08),SAM Priority Code (CB09),Cooperative Work Experience Education Status (CB10),Course Classification Code (CB11),Course Repeatability (CB12),Course Special Class Status (CB13),Course Can Code (CB14),Course Can Seq Code (CB15),Course Crosswalk Crs Dept Name (CB19),Course Crosswalk Crs Number (CB20),Course Prior to College Level (CB21),Course Non-Credit Category (CB22),Funding Agency Category (CB23),Course Program Status (CB24),Curriculum Id*,,
CCC000590938,SKLDV707,SKLDV,707,GED: Science & Social Studies,"SKLDV 707 - GED: Science & Social Studies,	 0 units Prerequisite(s): SKLDV 706 Hours per term: 54 lecture Designed to teach the general skills needed to pass the General Educational Development test in the subjects of Science and Social Studies. Unlimited repeats.  Noncredit",SKIL,4930.62,493062,N,C,0,0,B,E,N,K,,N,NULL,NULL,CSKLDV,707,Y,C,Y,1,CSKLDV-707,,
CCC000604438,SKLDV710,SKLDV,710,Independent Living Skills,"SKLDV 710 - Independent Living Skills, 0 units 18 Lecture Hours, 18 Laboratory Hours, 36 Out-of-Class Hours = 72 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities who are working toward independent living situations and employment. The course addresses skills and competencies relevant to those wishing to live and work more independently. Instruction is provided in the community, on campus and in the classroom. Unlimited repeats.  Noncredit",SKIL,4930.31,493031,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,710,Y,E,Y,2,CSKLDV-710,,
CCC000604526,SKLDV711,SKLDV,711,Self-Advocacy Skills,"SKLDV 711 - Self-Advocacy Skills, 0 units 9 Lecture Hours, 9 Laboratory Hours, 18 Out-of-Class Hours = 36 Total Student Learning Hours  This course is designed to provide self-advocacy and personal empowerment for students with verified learning, developmental, or physical disabilities. Topics include individual & group social skills, prevocational skills, and social and community integration. Unlimited repeats.   Noncredit",SKIL,4930.32,493032,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,711,Y,E,Y,2,CSKLDV-711,,
CCC000604527,SKLDV712,SKLDV,712,Social Skills,"SKLDV 712 - Social Skills, 0 units 9 Lecture Hours, 9 Laboratory Hours, 18 Out-of-Class Hours = 36 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities. Topics include participating in and maintaining meaningful relationships with friends, family and co-workers. This course uses modeling, role-playing, and performance feedback to improve social skills deficits. Unlimited repeats.  Noncredit",SKIL,4930.11,493011,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,712,Y,E,Y,2,CSKLDV-712,,
CCC000604528,SKLDV713,SKLDV,713,Computer Skills,"SKLDV 713 - Computer Skills, 0 units 9 Lecture Hours, 9 Laboratory Hours, 18 Out-of-Class Hours = 36 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities to provide instruction in computer operation, word processing, and the use of adaptive equipment. Unlimited repeats.   Noncredit",SKIL,4930.32,493032,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,713,Y,E,Y,2,CSKLDV-713,,
CCC000604529,SKLDV714,SKLDV,714,Public Transportation Skills,"SKLDV 714 - Public Transportation Skills, 0 units 9 Lecture Hours, 9 Laboratory Hours, 18 Out-of-Class Hours = 36 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities to enhance independence by introducing safe practices and knowledge for using public transportation and pay to ride services. Unlimited repeats.  Noncredit",SKIL,4930.31,493031,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,714,Y,E,Y,2,CSKLDV-714,,
CCC000604530,SKLDV715,SKLDV,715,Communication in the Workplace,"SKLDV 715 - Communication in the Workplace,  0 Units 9 Lecture Hours, 9 Laboratory Hours, 18 Out-of-Class Hours = 36 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities to teach techniques, skills, and theories of empowering communication for entering and succeeding in the workplace and professional setting. Principles and professional practices of leading at work, interpersonal and collaborative workplace relationships. Unlimited repeats.   Noncredit",SKIL,4930.11,493011,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,715,Y,J,Y,2,CSKLDV-715,,
CCC000604531,SKLDV716,SKLDV,716,Personal Budgeting,"SKLDV 716 - Personal Budgeting, 0 units 9 Lecture Hours, 18 Laboratory Hours, 18 Out-of-Class Hours = 45 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities and will provide money management skills. This is an introductory class that teaches banking and budgeting vocabulary and step by step on how to open and manage a checking account as well as creating personal budgets. Unlimited repeats.  Noncredit",SKIL,1301.00,130100,N,C,0,0,N,D,N,L,,S,NULL,NULL,CSKLDV,716,Y,E,Y,2,CSKLDV-716,,
CCC000604532,SKLDV717,SKLDV,717,Job Skills,"SKLDV 717 - Job Skills, 0 units 18 Lecture Hours, 18 Laboratory Hours, 36 Out-of-Class Hours = 72 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities to achieve their potential as independent members of the community. The course specifically seeks to support the development of specific job skills necessary to succeed in the workplace. Topics include time management, self-advocacy, understanding appropriate use of personal technology devices, workplace autonomy, receiving feedback, and customer service. Unlimited repeats.   Noncredit",SKIL,4930.12,493012,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,717,Y,J,Y,2,CSKLDV-717,,
CCC000604533,SKLDV718,SKLDV,718,Personal Safety,"SKLDV 718 - Personal Safety, 0 units 18 Lecture Hours, 18 Laboratory Hours, 36 Out-of-Class Hours = 72 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities to achieve their potential as independent members of the community. The course specifically seeks to support student in identifying and understanding safe and unsafe situations and how to respond in unsafe situations as well as basic first aid. Additionally, students will develop an understanding of appropriate behaviors in various situation which will help keep them and others safe. Unlimited repeats.  Noncredit",SKIL,4930.31,493031,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,718,Y,E,Y,2,CSKLDV-718,,
CCC000604534,SKLDV719,SKLDV,719,Getting the Job You Want,"SKLDV 719 - Getting the Job You Want, 0 units 9 Lecture Hours, 9 Laboratory Hours, 18 Out-of-Class Hours = 36 Total Student Learning Hours  This course is designed for students with verified learning, developmental, or physical disabilities to achieve their potential as independent members of the community. The course specifically seeks to support student understanding of the job application process including resumes, cover letters and interview skills. Unlimited repeats.  Noncredit",SKIL,4930.10,493010,N,C,0,0,N,E,N,L,,S,NULL,NULL,CSKLDV,719,Y,J,Y,2,CSKLDV-719,,
CCC000302411,SKLDV792,SKLDV,792,Basic Skills for Employment & Education,"SKLDV 792 - Basic Skills for Employment & Education, 0 units Formerly listed as: SKLDV 792 - Applied Skills Hours per term: 18 lecture and 36 laboratory  The course is designed for students who need to develop basic skills and personal qualities in preparation for successful employment or enrollment in continuing education. Individualized assistance will be provided to analyze specific learning needs and to plan a program of study to improve skills. Skill areas may include basic arithmetic, reading development, employment/personal skills, time management, problem solving, and communication skills (oral and written). Unlimited repeats.  Noncredit, Not graded",SKIL,4930.60,493060,N,C,0,0,B,E,N,L,,N,NULL,NULL,CSKLDV,792,Y,C,Y,2,CSKLDV-792,,
CCC000323965,SOCIO1,SOCIO,1,Introduction to Sociology,"SOCIO 1 - Introduction to Sociology, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Introduction to the principal concepts and methods of sociology; survey of interactions, interrelationships and processes of society, such as culture, socialization, stratification, minorities, primary and secondary groups, social change. Not repeatable. MJC equivalent: (SOCIO 101) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4J)  C-ID: (SOCI 110)",SOCS,2208.00,220800,D,A,3,3,N,E,N,Y,,N,SOCI 110,NULL,CSOCIO,1,Y,Y,Y,1,CSOCIO-1,,
CCC000224474,SOCIO12,SOCIO,12,Sociology of the Family,"SOCIO 12 - Sociology of the Family, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Comparative and historical treatment of the family institution. Analysis of kinship and family structure, roles and relationships within the family. Interdisciplinary assessment of the reciprocal relationship between contemporary society and the American family. Not repeatable. MJC equivalent: (SOCIO 125) Transfer: (CSU/UC) (CSU-GE: E) (IGETC: 4J) C-ID: (SOCI 130)",SOCS,2208.00,220800,D,A,3,3,N,E,N,Y,,N,SOCI 130,NULL,CSOCIO,12,Y,Y,Y,1,CSOCIO-12,,
CCC000302786,SOCIO2,SOCIO,2,American Society: Social Problems and Deviance,"SOCIO 2 - American Society: Social Problems and Deviance, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  A focus on social problems, such as family disorganization, religious conflicts, educational irregularities, poverty, physical and mental health care, political issues, crime and justice, violence and aggression, drug issues, and environmental problems. These problems and others will be studied from the perspective of social institutions, social deviance, and other perspectives of sociology. Not repeatable. MJC equivalent: (SOCIO 102) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4J) C-ID: (SOCI 115)",SOCS,2208.00,220800,D,A,3,3,N,E,N,Y,,N,SOCI 115,NULL,CSOCIO,2,Y,Y,Y,1,CSOCIO-2,,
CCC000243682,SOCIO28,SOCIO,28,Death and Dying,"SOCIO 28 - Death and Dying, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Principles, concepts and methods of sociology used in examining predominant attitudes and practices regarding death, dying, and grief in the U.S.; included will be interdisciplinary methods and materials relevant to suicide, the terminally ill, bereavement, and various viewpoints about the phenomenon of death. Field trips may be required. Not repeatable. Transfer: (CSU) (CSU-GE: E)",SOCS,2208.00,220800,D,B,3,3,N,E,N,Y,,N,NULL,NULL,CSOCIO,28,Y,Y,Y,1,CSOCIO-28,,
CCC000149475,SOCIO5,SOCIO,5,Ethnicity and Ethnic Relations in America,"SOCIO 5 - Ethnicity and Ethnic Relations in America, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This is a multidisciplinary study of ethnicity (belonging to an ethnic group) and ethnic group relations in the United States from an historical and sociological perspective. It emphasizes a challenging field of study with the dynamics of emergence, ethnocentrism, change, marginality and acculturation of major ethnic groups in the United States. The immense diversity of these groups will be explored and analyzed through the methodology of recent sociological research. This course is designed to meet an ethnic studies requirement. Not repeatable. MJC equivalent: (SOCIO 150) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4C, 4J) C-ID: (SOCI 150)",SOCS,2208.00,220800,D,A,3,3,N,E,N,Y,,N,SOCI 150,NULL,CSOCIO,5,Y,Y,Y,1,CSOCIO-5,,
CCC000446380,SOCIO7,SOCIO,7,"Gender, Culture and Society","SOCIO 7/ANTHR 7 - Gender, Culture and Society,  3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  The course takes an inclusive bio-cultural evolutionary perspective on gender, focusing on non-human primate societies as well as primitive (small scale) and modern (large scale) human societies. Factors such as culture, ecological conditions and historical circumstances, forces of stratification (e.g. age, social class), socialization (e.g. rites of passage, conformity and deviance) as well as the science (e.g. concepts, theories and methods) of studying these topics will be addressed. Though course readings will represent many disciplines, the foundation readings reflect the perspectives of bio-cultural anthropology as well as sociology. This emphasis addresses the fundamental assumption that while sex differences are biological, gender encompasses the traits that culture assigns and inculcates (with varying degrees of success) in males and females. Credit may be earned for only one of the following: SOCIO 7 or ANTHR 7. Not repeatable. Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4D) C-ID: (SOCI 140)",SOCS,2208.00,220800,D,A,3,3,N,E,N,Y,,N,SOCI 140,NULL,CSOCIO,7,Y,Y,Y,1,CSOCIO-7,,
CCC000193005,SPAN1A,SPAN,1A,Spanish: Beginning,"SPAN 1A - Spanish: Beginning, 5 units Recommended for Success: ENGL 151, or Eligibility for English 1A 90 Lecture Hours, 180 Out-of-Class Hours = 270 Total Student Learning Hours  Introduction to the Spanish language, emphasizing natural communications and supported by foundation grammar. For true beginners and students with one year of high school Spanish or the equivalent. Not repeatable. MJC equivalent: (SPAN 101) Transfer: (CSU/UC) (CSU-GE: C2) (IGETC: 6A) C-ID: (SPAN 100)",SPAN,1101.00,110100,D,A,5,5,N,E,N,Y,,N,SPAN 100,NULL,CSPAN,1A,Y,Y,Y,1,CSPAN-1A,,
CCC000107544,SPAN1B,SPAN,1B,Spanish: Beginning,"SPAN 1B - Spanish: Beginning, 5 units Two years of high school Spanish Prerequisite(s): SPAN 1A or two years of high school Spanish 90 Lecture Hours, 180 Out-of-Class Hours = 270 Total Student Learning Hours  Continuation of SPAN 1A, fundamentals of spoken and written Spanish. Not repeatable. MJC equivalent: (SPAN 102) Transfer: (CSU/UC) (CSU-GE: C2) (IGETC: 3B, 6A) C-ID: (SPAN 110)",SPAN,1101.00,110100,D,A,5,5,N,E,N,Y,,N,SPAN 110,NULL,CSPAN,1B,Y,Y,Y,1,CSPAN-1B,,
CCC000273015,SPAN2A,SPAN,2A,Spanish: Intermediate,"SPAN 2A - Spanish: Intermediate, 5 units Prerequisite(s): SPAN 1B or three years of high school Spanish or equivalent 90 Lecture Hours, 180 Out-of-Class Hours = 270 Total Student Learning Hours  Continuation of SPAN 1B. Includes grammar, conversation and discussion, composition and reading. Not repeatable. MJC equivalent: (SPAN 103) Transfer: (CSU/UC) (CSU-GE: C2) (IGETC: 3B, 6A) C-ID: (SPAN 200)",SPAN,1101.00,110100,D,A,5,5,N,E,N,Y,,N,SPAN 200,NULL,CSPAN,2A,Y,Y,Y,1,CSPAN-2A,,
CCC000222177,SPAN2B,SPAN,2B,Spanish: Intermediate,"SPAN 2B - Spanish: Intermediate, 5 units Prerequisite(s): SPAN 2A or equivalent 90 Lecture Hours, 180 Out-of-Class Hours = 270 Total Student Learning Hours  A continuation of intermediate level SPAN 2A. Not repeatable. Transfer:(CSU/UC) (CSU-GE: C2) (IGETC: 3B, 6A) C-ID: (SPAN 210)",SPAN,1101.00,110100,D,A,5,5,N,E,N,Y,,N,SPAN 210,NULL,CSPAN,2B,Y,Y,Y,1,CSPAN-2B,,
CCC000330826,SPCOM1,SPCOM,1,Introduction to Public Speaking,"SPCOM 1 - Introduction to Public Speaking, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Principles of oral communication including speech composition and techniques of presenting informal and formal speeches. Emphasis given to organization, delivery, critical thinking, and evaluative listening. Not repeatable. MJC equivalent: (COMM 100) Transfer: (CSU/UC) (CSU-GE: A1) (IGETC: 1C) C-ID: (COMM 110)",SPCM,0601.00,060100,D,A,3,3,N,E,N,Y,,N,COMM 110,NULL,CSPCOM,1,Y,Y,Y,1,CSPCOM-1,,
